"# 文本key","文本value"
"string","string"
"717493392ca9de06ea83499d9b676b98","Вы внезапно встали, напугав хозяина таверны. "
"163331fa5e9fd81da619a4438c0de8ec","Мы должны остановить их! "
"7183e24d5965923ac4b39b50e5aebcc2","Владелец магазина Лелу ранее сказал, что они соберутся в холодном месте, возможно, в очень холодном пруду. "
"4bd5fb64e082696b8b86df2251ad168b","Остановить заговор варваров на севере"
"bd6f62c3e209daf62519cd6af64eaff0","Отправляйтесь к Чрезвычайно Зловещему Холодному Пруду, чтобы остановить заговор людей из Северной Территории. "
"2d872df5033b4147fde74e556c8f4e81","Остановите заговор людей на Северной территории. "
"f6ce566bb35d09cc206800fa6622e2fc","Иди и узнай скорее! "
"3824086ed256ce469a63b35b5fa9482d","Пока ситуация не стала серьезной! "
"8b683dc8ae0a5dd49ba68d8b6fd0c875","(Долина Чжуронг, которая украла у правительства)"
"52499e621df00778ae7b754dffcc0141","Думая об этом, ты покачал головой. "
"089fb9d1cce0062c647c6e0e24346722","Нет, в долине Чжуронг проходит конференция по литью оружия, и им нет нужды заниматься такой неблагодарной работой. \\nЯ также не верю, что Чжуронгу мог совершить такой подлый поступок. "
"888d70a9376a3da73d2b358d203a61d2","(Подумайте об этом еще раз)"
"f32fb8552aa0978b3f419b537f93fc07","(Тайюэ Цзяньмэнь, который ненавидит долину Чжужун)"
"e68669a3e2ac0482f1b49a397ff15536","Нет, это маловероятно. Будучи известной и честной сектой, секта меча Тайюэ никогда бы не совершила столь третьесортный поступок. "
"95704e76b9e7d4f42ae2c34e0aaff01d","(Старшина деревни Ван Лаоэр)"
"144a2d4659df715492463e0bfd1e8994","Думая об этом, вы даете себе пощечину, чтобы прочистить разум. "
"3bfde0a88d5e81e8c554f6f573600da2","{0}А{0}, после стольких размышлений вы пришли к такому выводу? "
"37ff3cad216ce569d7e37fe3d56a4fbc"," (Воры любят только уникальные навыки Чжуронгу!)"
"c81cfd71bebe3514a624966fc833fb47","Нет, как бы сильно ты кого-то ни любил, ты не можешь использовать сдерживаемый навык, чтобы провести скрытую атаку..."
"761f6f47ce9e3d5a89c8b3248f812d9e","Я лучше подумаю об этом еще раз. "
"d76ca822b1bf17619dd26b3969ea5c7a"," (Это особый навык! Вор добавил особый навык!)"
"b7d7db8bda6b9fb7880ff52a35a32ce2","Мой разум немного запутался. Я лучше подумаю об этом еще раз. "
"0f8238d28f8d734d094f4d3e8aa4ea97","(У воров хороший слух!)"
"c237e6b7260fe78fe8db5e9695ac0fca","Я понимаю. Это группа людей с острым слухом. Они могут слышать новости за тысячи миль, поэтому знают, когда лучше всего действовать! "
"06929e563bf7924d75df615cd8d6bebf","В реальности не существует такого понятия, как человек с суперслухом... Мне лучше хорошенько об этом подумать. "
"1b917d4ed58f565c8a150c9a07c5b829","(Вор знает, как клонировать себя!)"
"ced63d7d0865373f6547d8ad36eb85c8","Нет, нет, это неправильно в любом случае. Мне следует хорошенько об этом подумать. "
"5441487f60757a6fc4ab1593d416eaa6","忽"
"86e7d2ed3a255d2808e9f2304367e556","не сильный"
"92ac3465f05bf47fd0b42ebdfd6e337a","Волна резкого холода обрушивается на вас, заставляя вас дрожать всем телом"
"a3933f4dde05e380b858a248bfe5f26f","Так холодно..."
"f726a3c78f09f8badd539832d72f5ba7","Где могут быть эти люди с Северной территории..."
"2319e7bd279ab7ddec652103f390c999","Неподалеку вы увидели двух человек из Северной Территории, которых видели раньше. Рядом с ними стоял высокий мужчина. Этим человеком должен быть старший брат, о котором они говорили. "
"dc055aedd08186b9b8487c210b9da5ce","Вы быстро нашли место, где можно спрятаться. "
"8b9052edf239ed8ce5a4039506d6ef3a","(подлый)"
"326c6f9cd090e009b7bb0ed9ebf86b4b","Разве я не говорил тебе не быть слишком показным? Раньше он убивал людей в Лелу без разбора, а на этот раз отправился в Лелу, чтобы устроить неприятности! \\nСейчас старейшины Тайюэ Цзяньмэнь тайно расследуют наше местонахождение. Вам не кажется, что вы раскрываетесь слишком медленно? "
"b1b9c9cc1eae5e9591ac6099b77f2d83","Главный герой упрекнул своего сообщника. Его тон был холодным, а отношение к делу не вызывало сомнений. Они оба были так напуганы, что тут же опустились на колени. "
"7399464352541f5ea469708daa58c21a","Извини... брат, я не ожидал, что убийство жителя Центральных равнин будет иметь такие серьезные последствия. "
"d99bc4c5548b21d6f4caa707e3a17421","Брат, мы ошибались. Пожалуйста, дайте нам шанс, хорошо? "
"dffde2790792ce3750c206c72c561b9a","Учитывая срочность ситуации, на этот раз я тебя пощажу! \\nНас уже подозревали, так что в следующий раз не допустите ничего плохого! В противном случае я позволю тебе вернуться и самому объясниться с Королем Волков! "
"2b393874e55ae725690c707ea7b2e7b6","Не волнуйся, большой брат. Я больше не буду действовать импульсивно! Позже мы с младшей сестрой тайно положим полученную нами секретную книгу у ворот напротив долины Чжужун и ворот Меча Тайюэ. Когда придет время, мы объявим об этом, и они не смогут объясниться, даже если прыгнут в Желтую реку! "
"87daf5e29b68342828cfc1898d9437cb","К тому времени, даже если лидеры двух сект не поверят, что другая сторона украла секретное руководство их секты, у них не останется иного выбора, кроме как сражаться ради достоинства своей секты! В конце концов, гнев тех людей внизу еще нужно успокоить. "
"5ee49c4afa17ba176e4e7e16bba70171","Как только волнения вышли из-под контроля, “Конференция по литью оружия”, которую лично организовал глава долины Чжуронг с целью объединения других сект, была сорвана. "
"b6bf4153c2b24328d3821ecb2728cbf7","Ради заветного желания Короля Волков мы не должны позволить этим сектам Центральных Равнин объединиться! "
"cb5a07b2ee3b1c03c2d67c961e870241"," (Вот почему. Их цель — разрушить мир сект Центральных равнин)"
"5bf6eff2c29812245194ce0980456318","Теперь, когда мы поняли, братан, давай сделаем следующее прямо сейчас! "
"a5a2021763117cc51563e48d99721895","(Мы должны рассказать об этом лидерам обеих фракций!)"
"3c347b0a597cb1b0791b4dd1b5f74201","Ну, прежде чем что-то делать, не забудьте разобраться с подслушивающей мышью. "
"3cbc9b3d8febd2cef12b77664a0d34fc","Сказав это, {1} повернулся и посмотрел в сторону твоего укрытия. "
"91b95c92a71e696ee51909d3fc37d533","Молодой человек, вам нравится то, что я говорю? "
"a6006574d0d4eeab6409712c3d2e1c80","Теперь, когда вы все знаете, мне придется оставить ваши головы в снегу!"
"6ecd632348ec93b75c19dfe64fb044bf","Что! Моя младшая сестра и я снова раскрыли свое местонахождение! Какое плохое решение! "
"e4011e4cccc4aef8542c8f67c35f6073","А? Присмотревшись, я понял, что это тот парень, который раньше был в музыкальном здании. Вы слышали, что я только что сказал? "
"3c81095896d25eecb644687d6aef3209","Я ничего не слышал! "
"8a4e29724bc7c221aa5596083c59940e","{1} не ответил вам, но усмехнулся и пошел к вам с ножом в руке. "
"6e0df4f63480db575629c799252f1781","Вы понимаете. Следующая битва неизбежна. "
"1a8f91818fcd310450aed1d2eb52d04b","(Вступайте в битву!)"
"8db381f13fadcd8cb8b7ddf8b56bf437","Я просто прогуливаюсь, а вы, ребята, продолжайте! "
"52d91cf514b0bfdf295ca42dc7a44562","Su"
"49cdd3c8a83755239938e1fc13dfe1d4","Куньян"
"d81de0400f45831c93c9780c17fbd5d8","Вы старались изо всех сил и с трудом победили {1}, но перед лицом последующего окружения двух людей вы в конечном итоге не смогли оказать сопротивление. "
"2265d8aab9980453e9cbada857a13940","Чёрт возьми, я что, здесь умру..."
"0f3c430b5c98adebf305ab7c2db667d1","Было бы жаль убивать тебя таким образом, но ради Короля Волков я должен казнить тебя. \\nМне жаль! "
"813b8a266c0b9cd1516d20e5b6d55496","Сказав это, {1} взмахнул мечом и отрубил тебе голову. "
"4c4aa97047dc5b0e3a55a7d9cdf740a4","Через долю секунды неподалеку внезапно появилась фигура и спасла вас от ножа. "
"a611400aad33bb0e5e3cd6e41b5e2543","Упс, это был близкий исход! Чуть не пропустил! С вами все в порядке, молодой человек? "
"d5a9dae327637c0004e0d7d9369a6849","Вы..."
"b4cac5131e427bacd051024220b6b788","Вы присмотрелись и обнаружили, что человек перед вами на самом деле тот {4}, которого вы встретили в долине Чжуронг несколько дней назад. "
"d5e4ff8edf8a221d17f181354e20a4fc","Ха-ха, ты что, совсем забыл меня? Это я, {4}! "
"fd3f8ec450f780f32320629ed85bcb35","Почему ты здесь? "
"0b826dd066973fc391f8135e2dda3600","Не волнуйтесь, я вам все расскажу после того, как разберусь с текущей ситуацией! "
"f15fd79995831bf08e3034d40d435258","Затем {4} спрятал улыбку и повернулся, чтобы посмотреть на троих людей из Северной Территории перед ним. "
"902d1699969ffd1055781eaa3da5f38f","Кто ты такой, чтобы иметь такую силу? "
"794d9f9bf28784088b0cf6628c1f2962","{4} не ответил. Вместо этого он поднял руку, достал секретную книгу, которую он когда-то достал, и с серьезным лицом посмотрел на троих людей перед ним. "
"93b905e712d4b257f3ee8703bda84ae7","Когда ты..."
"2cfe20bedcdafb777db31dc1da12aadd","Я отобрал это у вас двоих, когда только что спас этого молодого человека. \\nВы, северяне, разорвали соглашение и вторглись на Центральные равнины, и даже попытались разделить силы Центральных равнин. Теперь, когда доказательства неопровержимы, что еще вы можете сказать? "
"e16c48e1776d18166a64cd35dbd13f3b","И что? Если вы можете победить, что плохого в использовании некоторых трюков? Разве у вас на Центральных равнинах нет поговорки, что “На войне все средства хороши“”? "
"09961bdbb3ee25e03edf239c07bd20d8","{1} затем направил нож на {4}. "
"7af41f95a421c8574b5c60063775dde1","Хотя произошло нечто неожиданное, план все еще может быть осуществлен, если я убью тебя. "
"bec0d387df8b32d9be4e2418026a6905","Да...да, хотя внутренняя сила этого человека непостижима, нас трое, он не будет нашим противником! "
"3f2d847f02f3e3addc36a03906358fa4","Моб! Как ты смеешь говорить так высокомерно! "
"70d897fab79e49510ef6c4263e2c3635","{4} использовал свою внутреннюю силу, чтобы мгновенно отбросить троих человек, заставив их выплюнуть кровь. "
"c2b58cfd254c61ea6f63b3ee5980313f","Слишком сильно... Как это возможно... Кхм..."
"0d59013076d66d47f95b6f09c570daa9","Исход был решен в одно мгновение. "
"cfa5812080003f1f58c9702b5a5cfde7","Убирайся отсюда! Кстати, возвращайся и скажи своему хозяину, что если он все еще захочет что-то замышлять, я, Су, буду к твоим услугам в любое время! "
"700840927f4712f2609ef68c5f38046f","Чёрт... Пошли! "
"6bc3644fb80055c8ea07a8c8d0827080","Сказав это, все трое ушли, прикрывая свои израненные тела. "
"2f5375cdeecc5b58ac42b54f71182a46","Молодой человек, с вами все в порядке? "
"e50a993b64a3b5918543adb0a907c3fc","Не очень хорошо, моя рана все еще кровоточит..."
"2915b678f3aa06bf8b9146ff8c3fe09f","Не могли бы вы прийти пораньше..."
"7d023113902947ef46a023fdde011166","Ха-ха! Извините, извините! На самом деле, я наблюдал за всем происходящим со стороны, но два мастера предупредили меня не предпринимать никаких действий, пока правда не раскроется. "
"d4b99c513403cd888b30d22531b7c554","Я так и знал..."
"1c026a8b585ed40e17caab224483b0f9","Неудивительно, что ты так много знала с первой нашей встречи. "
"f6b3557d7ff7d8fa5facbdd29a10a47f","Но я не ожидал, что ты будешь со стороны второго мастера. "
"0d58fdf825880eaa8af8d0a49ed6c801","Когда были украдены секретные руководства долины Чжуронг и секты меча Тайюэ, оба лидера заподозрили, что это сделал кто-то со скрытыми мотивами. Вскоре после того, как новость о краже секретной книги распространилась в секте, оба лидера укрепились в своей догадке. "
"aeb29b207861f0ca6ff745ab74da7f29","Они хотели объединиться и выяснить, кто стоит за этим, но, учитывая старую вражду между сектами и их идентичности, взвесив все «за» и «против», они попросили меня расследовать это дело. "
"e93deb0d8f41ab39d03b0e335355673b","Проведя расследование, я быстро идентифицировал группу на Северной территории. \\nНо в этот момент, появился ты, молодой человек"
"cb8ed334ea19c603e11829ef81c3479b","Когда вы впервые приехали сюда, вы расспрашивали окружающих и привлекли внимание директора. \\nЛидер боялся предупредить врага, поэтому он послал меня, чтобы я помог вам расследовать это дело. "
"ec1e78bad42a4a7ac3ea3713f27b8917","Оказывается, ты знаешь всё. "
"1694214b9e6f79e29f1a62ef2f407c74","Я был единственным, кто оставался в неведении..."
"0ac2da964fb0e35be5bc9948576d5c6f","Ха-ха, не говори так резко. Тот факт, что все так быстро закончилось, также является заслугой вашей помощи, молодой человек. "
"1fd812be1b60aac3763ea9d5b7527453","В противном случае у нас нет гарантии, что мы сможем окончательно решить этот вопрос до окончания конференции по литью оружия. "
"75f5f11dfb17356e504b52c39940f256","Молодой человек, примите, пожалуйста, эти две уникальные книги. "
"d47cc45280320ba1f542d6b6b140f457","Затем {4} передал вам две секретные книги, которые он держал в руке. "
"b93543dc28460790adcaea24392f3d5f","Два лидера сказали, что если проблема будет решена, они дадут вам эту секретную книгу. \\nЯ думаю, они чувствовали, что не могут позволить тебе напрасно терпеть эти побои, хахаха! "
"c0cad1bfb5d66455d3ae1c11dd20a093","Можно ли подарить мне такую ценную и уникальную книгу? "
"22318045a21b96d54d9079888b379982","Разве эта секретная книга «Техника меча Пылающих Небес» не является наградой за Конференцию по кастингу оружия? "
"f9f81323556f8313f098e724ab65e8ce","Два лидера высказались, молодой человек, просто прими это. "
"d9ea5fb4a861168f751b01e4e483587b","Что касается наград от Конференции по литью оружия, просто позвольте лидеру скопировать одну от руки, ха-ха! "
"8f726dbbc2e5eb820c8c5d5540a4be34","Теперь, когда вопрос полностью решен, мне следует вернуться и дать объяснения двум мастерам. Молодой человек, я сначала уйду! "
"3e47e62625bc5201a562feb91a2e24b3","Вы приняли секретную книгу, но вас не могли не одолеть сомнения. \\nУвидев, как {4} готовится уйти, вы не можете не спросить. "
"f9dd66d534eb2f74300ee848afe662b4","Подожди, брат Куньян, я хочу спросить еще об одном. "
"a523e6c203ac315d6b15a939296859de","У долины Чжурун и Тайюэ Цзяньмэнь всегда были обиды"
"3865cb9d1ef1489b953ba577e3e7f0ef","Секретная книга была украдена и помещена в рамку"
"e0a65f56656f15b52ddf53e2537eab69","Но почему они не заподозрили друг друга, а решили сотрудничать? "
"1d3f22eba170c383605ff19ea54b77d2","{4} перестал улыбаться и заговорил серьезно. "
"6c520c61f925be43e128a4031df69f95","Перед интересами народа и страны любые личные обиды ничтожны, не правда ли? "
"901dce72c79384da1d808900af74e8a2","Сказав это, он повернулся и ушел, его фигура полностью исчезла. "
"c7620570d6c58e8d3a371cdee8d5ac7b","Это ради семьи и страны?..."
"28019cd56cf60d48313fb10ea8151e42","Вы смотрели на две секретные книги в своих руках, глубоко задумавшись. "
"fc781517450537f95b6abdf899028a4f","(Выполните миссию: Конференция по литью оружия)"
"6f0c5508e9509c06c618fe4714603a3b","Столкнувшись с могущественным {1}, вы были быстро побеждены. "
"b99b5fa9dfee181c0af670585ae11f42","Ради Короля Волков я должен казнить тебя. \\nМне жаль! "
"9c5cec915dd0c6b5363134e4184af2e3","Я вижу, что ты полон гнева, ярости, но это не убийство, и это очень похоже на легендарных людей, которые практикуют истребление мечом."
"a92fb7b1ffba01ee651f84dbddbbf428","Это истребление мечом. Что вы думаете?"
"f1b68dd8f4d09cdc1b26c9c36c95c7c8","Чтобы практиковать этот метод уничтожения меча, вам нужно быть бесчувственным и неправедным, а также питать меч ненавистью. Если так будет продолжаться, он обязательно вас укусит."
"64803013ab7d7bc261a122290cfb7c1b","Ваше Превосходительство, кажется, не хочет знать о смертоносном мече."
"44320c68ad14d510fa823ebad0f84b73","Увы, в то время существовал несравненный меч, поскольку мастерство владения мечом, основанное на семи чувствах, почти не уступает Дао. Но однажды я пересёк море на торговом корабле и больше не вернулся, оставив лишь книгу о семи чувствах меча."
"634424088b50c152b3b73784bc5b6731","Меч Семи Эмоций? ! Это правда?"
"30f868d5ad2d83744bd7bcd1188a7e19","Да, ваша практика уничтожения меча — одна из них, другое название — меч ненависти среди семи эмоций."
"d9ca2f104ae5219fa543de664cc86a46","Абсолютный меч? А что это за остальные шесть мечей?"
"6cd95c5939854314706328e3bc7acabf","Когда сын меча сел в лодку и уплыл, реки и озёра подняли множество волн для спектра меча. Они ополчились друг на друга, они ополчились друг на друга, они начали кровопролитную войну. Пять из семи мечей пропали в битве, и только меч любви остался цел."
"60f436d13360d83ed96d25fb5e3b9cb1","Что произошло после этого?"
"6b6fc7d1f66598141ca4f81a29c054f3","В тот год, после кровавого грабежа в реке и на озере, меч достался сыну нищего. Мужчина потерял мать и был унижен у высоких ворот. Получив шанс завладеть мечом, он всего за несколько дней разгадал его секрет. Один меч не оставит в живых кур и собак, убитых у высоких ворот, которые его унизили."
"63893bb8005a3d83e7bddfbd5de3d29f","Действительно хорошее убийство!"
"bc1cd0cb84af32a96d3b7b9314806f85","Если это всё, что он может, то для него ещё есть место, но он одержим искусством фехтования, убийства демонов, и куда бы он ни пошёл, там начинается кровавая бойня."
"162127ea99111d9a84c29643293a3735","Вы пострадали от кунг-фу?"
"7c58ade04b796f14057a575b61fd3778","Ты научился фехтованию, и если ты хочешь убивать существ и хранить мечи, то со временем ты будешь убивать как траву, если это не повлияет на твой разум, как такое возможно?"
"0d64b2b6b3a794fe1c2c5394b071102d","Меч семи эмоций был непобедим в мире в то время, и меч, который остался, тоже был несравненным и бесподобным. К счастью, меч — это пара влюблённых, вовремя протянутая рука, меч будет загнан в глубокую долину, чтобы его смерть стала ловушкой. Эта череда событий продолжается уже более 20 лет."
"64c8b0b2bf9fe2757e48c1dbff29b1b0","Теперь, когда вы возвращаетесь в мир с мечом, этот меч не только причиняет вред сам себе, но и те, кто был недоволен этим мечом, наверняка будут приходить один за другим и искать неприятностей для вас."
"52b031cca4890fc4ad56823ebb4d3d03","Ветер и дождь неизбежно увеличат моё тело, но у меня есть меч, который может предотвратить жизнь и смерть."
"a2bb9a7f7c57860b419b7bac6d3e3a54","Раз вы готовы, я не могу сказать больше. Это опасно. Ты делаешь то, что хочешь."
"51c42ef2efd582772f368bf95ffee04c","Возвращение меча — это благословение или проклятие."
"de90a6791273ac9185b8cff706af3df0","Спасибо за разъяснение. Увидимся позже."
"ba6cdc3ddbffbf844f442f9011828acc","Теперь, когда я научился владеть мечом, я боюсь, что люди не пачкают мир, а мир пачкает их."
"3f5e454883191500de6f7171df3c661f","Дорога дальняя, я могу лишь дать тебе несколько советов. Этим абсолютным мечом нужно пользоваться с осторожностью, иначе последует бесконечная череда бед. Когда меч был со мной"
"9ca5f92e7e9ff9931511e55794f19fa3","Молодое поколение принимает это близко к сердцу."
"0bf9c771d24fe37979dc0ac63a7f2033","Бла-бла, мне скучно. До свидания."
"4b7e60d83964fb02f67c90ef836ab903","Какое тебе до этого дело?"
"4429180b54d44689be3c0a491687c310","Какое тебе до этого дело? Вмешиваешься — и пожнёшь меч."
"074850fd08e186e0cb430e83e46a7360","Меч истребления наносит раны самому себе, его намерение убить неглубоко, есть лекарство, но я не могу убедить его повернуть назад, увы."
"4aa584d1e58bc951c273f5a75b1b7867","Уничтожить меч? ! Ты хозяин меча? ! Отдай свою жизнь!"
"a0e83e3b0230f72912f89a51b50f4209","А? (Чтобы сражаться)"
"2df06cd24ffd62ba1b3874ba6b413ce5","Ну вот, я тебя нашёл! Заплати за свою кровь!"
"95c05e129cf70a7a0fd48a568c309828","Убирайся! (Постарайся увернуться, избежать боя)"
"47e06e77ae1b69c543cdaf6ca3c84c8b","Ты поворачиваешься, чтобы уйти, но остаёшься с кем-то и не можешь выйти!"
"cb8fbb91533c35447ee566bc32ecaeea","Куда ты идёшь! Сегодня за тебя прольётся кровь!"
"947d3963ebf16cda0643cce60dbd5915","Что за убийство!"
"68a6d509e55fd3460b17e4be0f8ed160","Ты воспользуешься его неожиданностью, увернёшься, если не уйдешь быстро, только испугавшись другой крайности."
"6df0cb02d978c75b9a171be757612fbb","Чёрт возьми, не убегай!"
"603bad558d8e8eccaacf09918dc1db88","Странно, что это? Почему он кричит и убивает меня?"
"a4fb0a1cf670aae5947eeedde39617ef","У тебя сдержанная убийственная аура, и вокруг тебя витает злой дух крови. Ты наследник техники меча истребления?' Ты позволил мне найти тебя."
"88096a26a9b75d7db4eb417e624e1824","Возможно, это недоразумение."
"1b5bc24dd50718bc582bf6ce70175aca","Недоразумение. Эта техника меча-убийцы тогда убила семьдесят два члена моей семьи. Можно ли всё остановить одним-единственным недоразумением? Это слишком просто."
"f54d1a5726253d1b46653b8d7842e429","То, что случилось тогда, не имеет ко мне никакого отношения."
"088481d2cf6acf026d9a80137599e252","Это не имеет к тебе никакого отношения? Тогда откуда взялся Абсолютный Меч? В то время Абсолютный Меч должен был находиться в глубокой долине вместе с этим человеком. Позже я и другие потомки отправились на поиски, но тело убийцы так и не нашли. Теперь ты носишь Абсолютный Меч. Как могло случиться, что меч снова появился и не имеет к тебе никакого отношения?"
"ae049d7872fe56b3ef2c08e7b7c35e41","Это действительно неожиданный бонус."
"feaa2cff8361bd0c6ca60eb56d30983e","твоя одежда пропитана кровью, и ты без разбора убиваешь невинных людей. Даже если эта техника меча, уничтожающая всё на своём пути, действительно является твоим неожиданным приобретением и не имеет ничего общего с первоначальным инцидентом, ты всё равно ещё один безжалостный убийца. Не нужно ничего говорить, обнажи свой меч."
"965e8f3ac35200e09f9b9aa49fab323e","Эй, почему ты мне не веришь? (выхватывает меч)"
"aa536889277cc9a9ac3cda109bd91d6e","О, больше говорить бесполезно. Давай выиграем или проиграем на мечах."
"bd025d96ba258cb61d9cc6ed95747e47","У меча нет глаз, пожалуйста."
"f1ee18a8d37e0194470c399f46cd5a99","Эй, почему ты мне не веришь?"
"23cb593c052a9ea89215454733e3e8f8","О, ты лицемерен. Неужели все, кто овладел фехтованием, такие же лицемеры, как ты?"
"373e18361d550b59b8dc3ad4f5eb4e31","Я не убиваю людей, но если люди убьют меня, это будет бесполезно!"
"786e5d6a0a32f21649a53503d6a37515","....."
"2bb5457ad5bc74ab306d91cea8f3fdd5","Мужчина взглянул на тебя, опустил голову, через некоторое время вздохнул и убрал оружие."
"f132baa1a7554a0fadb20aeefb31397e","Что ты.."
"f515070f84c30c477bdac314fbe9494b","Изначально я хотел убедить себя не быть снисходительным к людям, владеющим техникой меча истребления. Но, судя по тому, как мало убийственной ауры вокруг вас, даже если вы овладеете техникой меча истребления, вы явно не коварный и злой человек, который без разбора убивает невинных людей."
"c95574ca51947b15117ca05da8cc9869","Вражда между Цзянху и Цзянху длилась десятилетиями, вплоть до сегодняшнего дня?"
"e395624d5979bb6b14a33ed4d054bb87","Ты убил меня, чтобы отомстить за себя, а я убил тебя, чтобы отомстить за твою обиду. Но реки и озёра так велики, что всегда найдутся люди, которые не могут помочь себе сами. Все такие, и ненависть, словно сеть, опутывает мир. Я стал насекомым в этой сети и ничего не могу с этим поделать. Мне некуда бежать. До того, как я увидел тебя сегодня, я чувствовал, что хорошо подготовлен, но когда пришло время, я не смог заставить себя действовать против тебя."
"2cc88aaaba2bed792b621f22c661d1c2","Какой кровный долг оставил после себя этот человек, что он не забывает о нём по сей день?"
"a2f8441a26b72a0fd8c81b752068dd85","Я также слышал от своих отцов, что этот человек стал одержим злом. Он уничтожил несколько сект и семейств одним человеком и одним мечом, так что все в мире оказались в опасности. Если бы старейшины не вмешались вовремя, он бы потерпел поражение и оказался в ловушке в глубокой долине. Боюсь, что без тебя мы сегодня не увидимся."
"cebe696f9ab02e160ea6e4215380e848","Старейшина?"
"8be6c23a06553b4855ec65db5d2a32b7","Именно так, этот старший — отпрыск благородной семьи. У него чистая внутренняя энергия. Даже преемник Абсолютного Меча не смог причинить ему вреда и в конце концов загнал его в ловушку в глубокой долине."
"566f3da6599fe801720a84d89b5f1175","Вот и всё. Я вижу, что вы не из тех, кто убивает без разбора. Поскольку вы не имеете никакого отношения к этому человеку, а у каждой несправедливости есть виновник, я всё равно не должен возвращать вам долг. Прощайте."
"71a2a1a1343c54512bbe773a620f6e7e","Прощай, увидимся позже."
"cf2bbb4cdd6a69e51852854f91fce867","Ты смотрел, как он уходит, и в твоём сердце поселилось сомнение."
"b1c44881fe4d27f471aa60e3a2a29f78","Странно!"
"58dc2b30c7e4e897e629fdf663dec782","Тот факт, что я владею техникой меча истребления, распространился так быстро."
"308df8ac16d3931b1e23431397463ae5","Я понятия не имею, так что пока могу только нажать на него."
"18c97e683421355cebd55de3f4b9ce94","Что-то не так!"
"6e5c6aa16661684b06586e9ccd1f3edb","Что-то не так. По словам старшего, кровожадный преемник Абсолютного Меча был низвергнут в бездну парой любителей фехтования. Он не был старшим из аристократической семьи."
"c90399c47b8f3bbc6e7c693e0b7f0668","Это странно. Мои старшие не должны были мне лгать. Откуда взялся старший, который рассказал тебе об этом, и где он сейчас живёт?"
"95f8fb51483421e8a5605f3e066b270c","Судя по его словам, он был свидетелем убийства. Что касается того, где он сейчас, я не знаю."
"09a17fab5340782873dd5cc5cac753b9","Похоже, что это может быть только так. Даже старейшины не знают всей истории о том, что произошло тогда. Если кто-то, кто был там в то время, расскажет об этом, возможно, всё прояснится."
"46e79890487e1488820b90722e861ce8","В таком случае я расскажу вам после того, как найду своего старшего и всё выясню."
"f4458010bc80287b982e5b091e61afbc","Я пришёл сюда, чтобы отомстить, но не ожидал, что у меня появится такой друг, как ты. Вот и всё. Надеюсь, ты уделишь этому вопросу больше внимания. Увидимся позже."
"4856c71bbf08c07c67b27b1d3ad9d112","Что ж, увидимся позже."
"258ad082c585b97204ff41b90277fccb","Когда я проснусь, руководство по фехтованию будет лежать рядом со мной."
"1e5fbc3ae6e715afd1aa3f0f7b099a7e","В таком случае просто прислушайся к мечу."
"2c404a592a2a9bbd92da4cf9b275d216","Вытащи свой меч и сражайся."
"493182d586bf21c94efcb75537748902","Увидев, что ты не уклонился и вытащил свой меч, готовый сражаться, этот человек на самом деле вспыхнул от восхищения."
"609c45462dc7f9ccbe24ecaa2bd34263","В конце концов, он человек. Давайте расплатимся за обиды прошлого этим мечом."
"33684632f439b5ba496b81da3db945b9","Цзюэ Цзянь Ушуан, пожалуйста."
"852f5cabf83e9ff7300ded3bf928af26","О, техника меча истребления действительно сильна. Теперь, когда я побеждён, я могу убить или обезглавить тебя, как мне заблагорассудится."
"e94dc1a0fe9b5a9b9989897c32f80862","Недоразумение, в чём же недоразумение?' С детства я слышал от своих отцов, что потомки Техники Меча Истребления были лишены человечности и стали убийцами. Однажды они убили семьдесят два члена моей семьи. Даже если я побеждён мечом, мне не нужна твоя претенциозная жалость."
"d618002ac71aa305b876cbc368197297","Я не имею никакого отношения к предшественнику, который владел Абсолютным Мечом."
"4c57486696487ed98c7ead09d6e495ec","Эта безжалостная техника владения мечом — наследие Ци Цин Цзяньцзы. Кроме этого человека, в мире больше никого нет. Если ты не имеешь к нему никакого отношения, откуда взялась эта техника истребления мечом?"
"793aeb64088c8a89a9665cbb2a64ceb9","Мужчина взглянул на тебя, опустил голову, немного вздохнул и отбросил оружие в сторону."
"490f12aae9531a5e932de7bd0dbae4c1","Вокруг тебя очень мало убийственной ауры. Я кричал на тебя, чтобы ты бил и убивал, но ты был готов объясниться со мной после того, как победил меня. Очевидно, что даже если ты изучил технику меча истребления, ты не предатель и не злой человек, который без разбора убивает невинных людей."
"ec6407a81c06591da9efff523d7b002d","Ты убил меня, чтобы отомстить за себя, а я убил тебя, чтобы отомстить за твою обиду. Но реки и озёра так велики, что всегда найдутся люди, которые не могут помочь себе сами. Все такие, и ненависть подобна сети, сотканной вокруг мира. Я стал насекомым в этой сети и ничего не могу с этим поделать. Бежать некуда."
"6e44ee980e5ca5c821e7ebae3e55ad4d","У каждого проступка есть свой виновник, и у каждого долга есть свой виновник. Это не я убил семьдесят два члена вашей семьи."
"a00b07a9fb494fbbccf21cf7e46ae709","Выруби его."
"b42ac7da9b234e600cfec1eb3aabf126","Хотя у вас прочная основа, ваша сила всё ещё далека от совершенства. Если бы 'Потомки вымирания' действительно были на вашем уровне, они бы не смогли совершить такие убийства тогда."
"88e8b26ef8b842df8a04f0d14f2df9dc","Я же говорил тебе, что не имею никакого отношения к этому человеку."
